latitude,longitude,datetime,Wildfire,pr,rmax,rmin,sph,srad,tmmn,tmmx,vs,bi,fm100,fm1000,erc,etr,pet,vpd,Wildfire_binary,window_id,days_from_ignition,fire_cluster
46.6830489260586,-95.102406936,2021-08-27,Yes,-0.0508092026085066,-0.0380283580113769,-0.0330362802652315,-0.0520774264068095,-0.0732306399767529,-0.047478262246242,-0.0519023055353473,-0.0508846622520325,-0.0718486101553007,-0.0486047667275047,-0.0518458554610251,-0.0647669180185909,-0.0534524504843307,-0.0529207319903615,-0.0525693629219746,1,52602,8,3
47.9822222210621,-99.010555556,2020-10-12,Yes,-0.0509267227713597,-0.0568731047439435,-0.056679560128419,-0.0520823561512793,-0.0976883684668996,-0.0547084225630131,-0.0558153664784639,-0.0516485954933672,-0.0718486101553007,-0.0517201100443064,-0.053609348790671,-0.0565307617900853,-0.0528647766729803,-0.0529207319903615,-0.0523343253467668,1,65617,1,3
44.1702999990572,-103.32,2022-02-21,Yes,-0.052219444562743,-0.0380283580113769,-0.0160978111095151,-0.0520837193225749,-0.1280537608435551,-0.0704725425979403,-0.0745506279636886,-0.0502382572016724,-0.0718486101553007,-0.0474879455384625,-0.0507877594632376,-0.0700615898797731,-0.0553330066806519,-0.0544486149117693,-0.0527456411033804,1,76635,2,3
44.3096999990571,-104.536,2014-06-09,Yes,-0.0531008457841407,-0.0388528156809266,-0.0543858090969157,-0.0520806756901132,0.0091221946011805,-0.0537602048165513,-0.0521987495461895,-0.0519424159708036,-0.0559693956935122,-0.0486635467900858,-0.0493769647995209,-0.0624137305247322,-0.0516306616691445,-0.0515691432521931,-0.052281441892345,1,85847,9,3
43.0716666690589,-102.79277778,2017-05-11,Yes,-0.0531008457841407,-0.046331824540414,-0.0537976678067867,-0.0520807344474966,-0.0090734101692667,-0.0522786145877048,-0.0519023055353473,-0.0529414055940875,-0.0571456338017929,-0.050838409105589,-0.0505526270192848,-0.0582956524104794,-0.0522183354804949,-0.0519217316186718,-0.0522344343773035,1,67416,12,3
47.8468999990616,-102.761,2014-06-28,Yes,-0.0442868335701635,-0.0380283580113769,-0.0354476595547606,-0.0520778494599702,-0.0674411293679742,-0.0484264799927038,-0.0520801719418526,-0.0522362364482401,-0.0718486101553007,-0.0471352651629756,-0.0495533141324855,-0.0700615898797731,-0.0532761483409256,-0.0526856730793757,-0.0525399832250736,1,44695,6,3
48.8711111100656,-100.03,2016-04-28,Yes,-0.0531008457841407,-0.0526919265626553,-0.0569148166444706,-0.0520826558139348,-0.0126770851400371,-0.0560714855735519,-0.055696788874127,-0.0520011800662909,-0.0500882051521091,-0.0527193711081862,-0.0497296634654501,-0.05711905866355,-0.0525121723861701,-0.0523918494406435,-0.0523460772255272,1,97168,5,3
46.0412430210575,-94.040754514,2021-12-01,Yes,-0.0531008457841407,-0.0564608759091686,-0.0435640093585413,-0.052082332648326,-0.1470173619192485,-0.0550640042179363,-0.0588983841912224,-0.0508846622520325,-0.0524406813686704,-0.0516613299817253,-0.0499060127984147,-0.0606488399043381,-0.0536287526277358,-0.0534496145400796,-0.0524988516494122,1,40889,3,3
46.0660209990575,-96.825277,2020-04-03,Yes,-0.0531008457841407,-0.0380283580113769,-0.0273901238799927,-0.052083155251694,-0.0630694580919577,-0.0638942819818617,-0.0676731269121504,-0.0510021904430071,-0.0571456338017929,-0.0464886844745827,-0.0492006154665563,-0.0677084023859143,-0.0550979371561117,-0.0542135560007835,-0.0527397651640002,1,111052,10,3
47.4125199990603,-97.73224,2021-10-11,Yes,-0.0531008457841407,-0.0380283580113769,-0.0477986266474704,-0.0520810811160589,-0.0943800766904546,-0.0542343136897822,-0.0546888792372637,-0.0522950005437273,-0.0565575147476525,-0.0473703854133002,-0.0498472296874265,-0.0635903242716615,-0.0536875200088708,-0.0533320850845867,-0.0524635960131311,1,52287,6,3
