latitude,longitude,datetime,Wildfire,pr,rmax,rmin,sph,srad,tmmn,tmmx,vs,bi,fm100,fm1000,erc,etr,pet,vpd,Wildfire_binary,window_id,days_from_ignition,fire_cluster
29.5111110991907,-100.2319444,2022-04-09,Yes,-0.0531008457841407,-0.0542230622346763,-0.0685600141890256,-0.0520818449620435,-0.0247287194685152,-0.0529897778975511,-0.0461512917250094,-0.0505320776791088,-0.0189178952826725,-0.055834714424988,-0.0557843238972343,-0.0312339962311038,-0.047693247133097,-0.0494536130533208,-0.0515234457123,1,1629,13,1
31.0093499991664,-94.185733333,2022-08-30,Yes,-0.0500453215499619,-0.0380283580113769,-0.0418583996171671,-0.0520740713602156,-0.0475913787093044,-0.043626127651241,-0.045143382088146,-0.0531176978805493,-0.0718486101553007,-0.049075007228154,-0.0498472296874265,-0.0671201055124497,-0.0523946376239,-0.0519217316186718,-0.0521874268622619,1,52610,14,1
35.0291099991129,-98.5543699999999,2021-04-22,Yes,-0.0531008457841407,-0.0628209779314099,-0.0492101657437802,-0.0520818567135202,-0.1240956260395942,-0.0519230329327816,-0.0564082545001482,-0.0511784827294689,-0.0459713717731269,-0.0533071717339979,-0.0521985541269543,-0.0524126836758325,-0.0526297071484401,-0.0526269083516293,-0.0523637050436678,1,60512,1,1
36.7306099990954,-92.73427,2017-02-22,Yes,-0.0531008457841407,-0.0426806548609793,-0.0457401321320188,-0.0520798942169136,-0.0884133361650807,-0.0505599699222428,-0.0514872839201683,-0.0525300569256765,-0.0606743481266347,-0.0473116053507191,-0.0500823621313793,-0.0671201055124497,-0.0531586135786555,-0.0528619672626151,-0.0523049456498658,1,109828,9,1
35.5521599991072,-96.17596,2020-01-14,Yes,-0.0531008457841407,-0.04827518904721,-0.032095254201025,-0.0520798824654369,-0.1159430498762119,-0.0494932249574733,-0.0552224784567795,-0.0521774723527528,-0.0565575147476525,-0.0496040277913845,-0.0498472296874265,-0.0630020273981969,-0.054040124295681,-0.0535671439955725,-0.052522355406933,1,33404,13,1
31.4202799991602,-88.47083,2018-02-03,Yes,-0.0467547569900771,-0.0422095361926651,-0.0534447830327092,-0.0520822151335591,-0.0977474451057647,-0.0568419124925521,-0.055281767258948,-0.0516485954933672,-0.0718486101553007,-0.0486047667275047,-0.0494357479105091,-0.068296699259379,-0.0529823114352504,-0.0529207319903615,-0.0523930847405687,1,17374,4,1
31.8876599991533,-95.844753,2019-11-19,Yes,-0.0531008457841407,-0.0380283580113769,-0.0576794003216383,-0.0520807109445433,-0.1002877405769635,-0.0528712506792434,-0.0489378654269257,-0.0526475851166511,-0.0559693956935122,-0.0493101274784787,-0.0497884465764383,-0.0606488399043381,-0.0525709397673051,-0.0526269083516293,-0.0520405283777571,1,49810,1,1
35.7046599991056,-94.52298,2020-03-09,Yes,-0.0469897973157832,-0.0380283580113769,-0.0419760278751929,-0.0520798765896985,-0.1182470387919504,-0.0531675687250127,-0.0529102151722107,-0.0500619649152105,-0.0718486101553007,-0.0506032888552643,-0.0500823621313793,-0.0659435117655203,-0.0532761483409256,-0.0530382614458544,-0.0525047275887924,1,26590,5,1
33.6691333291291,-95.38473333,2016-10-26,Yes,-0.0512205231784922,-0.0409139598548011,-0.0505628907110769,-0.0520786426846465,-0.077306928058444,-0.0483079527743961,-0.0479299557900623,-0.0520599441617782,-0.0718486101553007,-0.0507208489804266,-0.0521985541269543,-0.0612371367778028,-0.0521008007182248,-0.0522155552574041,-0.0521697990441214,1,32850,4,1
41.2413139990647,-95.762796,2019-04-09,Yes,-0.0531008457841407,-0.0555186385725403,-0.0556797199351996,-0.0520812926426392,-0.1054864847970913,-0.0513896604503969,-0.051724439128842,-0.0515898313978799,-0.0500882051521091,-0.0524254707952804,-0.050611410130273,-0.0565307617900853,-0.0517481964314146,-0.0520980258019112,-0.0521345434078402,1,49667,8,1
32.6233333291429,-94.89516666,2016-10-07,Yes,-0.0531008457841407,-0.0380283580113769,-0.0476809983894446,-0.0520770797382472,-0.0614743888426003,-0.0479523711194729,-0.046922046153199,-0.0518836518753164,-0.0547931575852316,-0.0496628078539657,-0.050317494575332,-0.0606488399043381,-0.0521008007182248,-0.0520392610741647,-0.0517702351662681,1,92777,8,1
35.3288299991095,-96.62936,2022-01-04,Yes,-0.0531008457841407,-0.0632332067661848,-0.0587380546438706,-0.0520828497133002,-0.1162384330705374,-0.0558936947460904,-0.056111810489306,-0.0498856726287487,-0.0418545383941447,-0.0517788901068876,-0.0507877594632376,-0.0559424649166206,-0.0519244985748197,-0.0523918494406435,-0.0523049456498658,1,74147,7,1
36.5182999990974,-97.0769,2015-03-13,Yes,-0.052219444562743,-0.048922977216142,-0.0460930169060962,-0.0520808049563568,-0.1365017202012628,-0.0516859784961662,-0.0537995472047372,-0.0518248877798291,-0.0718486101553007,-0.0513086496062383,-0.0511404581291668,-0.0624137305247322,-0.0531586135786555,-0.052979496718108,-0.0523754569224282,1,22746,1,1
33.0240166591374,-94.1975666599999,2017-06-25,Yes,-0.0529245655398612,-0.0483340788807493,-0.0477986266474704,-0.05207774369668,-0.0004482208949638,-0.0454040359258569,-0.047337067768378,-0.0518248877798291,-0.0530288004228107,-0.050485728730102,-0.0503762776863202,-0.0600605430308734,-0.0506903835709839,-0.0508639665192357,-0.0519935208627155,1,82435,14,1
32.0577799991508,-89.67556,2017-02-08,Yes,-0.0531008457841407,-0.0380283580113769,-0.0433875669715026,-0.0520784017793744,-0.0916034746637954,-0.0542935772989361,-0.0493528870421047,-0.0517073595888545,-0.0612624671807751,-0.0467238047249074,-0.0477310376918514,-0.0706498867532378,-0.0535112178654657,-0.0530970261736009,-0.0524988516494122,1,60983,3,1
32.0352777991512,-88.9625,2019-06-09,Yes,-0.0531008457841407,-0.0419150870249687,-0.0385648083924445,-0.0520752993895293,-0.0375483501022394,-0.0438039184787026,-0.0470406237575359,-0.0532352260715239,-0.0612624671807751,-0.0488398869778293,-0.0493181816885327,-0.0647669180185909,-0.0523946376239,-0.0518629668909254,-0.0522344343773035,1,104260,7,1
39.2774999990752,-95.849722,2024-11-03,Yes,-0.0512792832599187,-0.0401483920187906,-0.0280370792991346,-0.052077949347522,-0.1154113601264261,-0.0477153166828575,-0.0529695039743791,-0.0508846622520325,-0.0718486101553007,-0.0478994059765307,-0.0519634216830015,-0.0659435117655203,-0.0540988916768161,-0.0535671439955725,-0.0525928666794954,1,39409,12,1
31.3193829991617,-94.251367,2023-08-29,Yes,-0.0531008457841407,-0.0387350360138481,-0.0529154558715931,-0.0520765685490114,0.001442231548719,-0.045344772316703,-0.0440761836491142,-0.0515898313978799,-0.0447951336648463,-0.0513086496062383,-0.0534917825686947,-0.0494711993085091,-0.0498676402350933,-0.0503938486972641,-0.0517467314087473,1,116416,2,1
35.198611110111,-95.860277778,2017-03-15,Yes,-0.0531008457841407,-0.0556953080731581,-0.0557973481932254,-0.0520825618021213,-0.0558621081504168,-0.0562492764010135,-0.0559932328849692,-0.0526475851166511,-0.0524406813686704,-0.0524842508578616,-0.051787072350037,-0.0530009805492972,-0.0530410788163854,-0.0528032025348686,-0.0523578291042876,1,19034,13,1
32.8062666591404,-94.25661666,2017-02-18,Yes,-0.0531008457841407,-0.0503952230546237,-0.0479162549054962,-0.0520797531991933,-0.0783703075580156,-0.0485450072110115,-0.0506572406898103,-0.0522950005437273,-0.0547931575852316,-0.0516613299817253,-0.0496708803544619,-0.0594722461574087,-0.0525709397673051,-0.0525093788961364,-0.0521874268622619,1,102173,11,1
31.0688699991655,-89.0807399999999,2023-02-15,Yes,-0.0531008457841407,-0.0543997317352941,-0.0399175333597413,-0.0520780316078588,-0.1132255244884179,-0.044929927052626,-0.0497679086572838,-0.0505320776791088,-0.053616919476951,-0.0504269486675208,-0.0486715674676625,-0.0647669180185909,-0.0519244985748197,-0.0522155552574041,-0.0521756749835015,1,119481,10,1
36.9546699990934,-94.68926,2023-04-21,Yes,-0.0531008457841407,-0.0539875029005193,-0.0568560025154577,-0.0520818743407352,-0.0402658754900335,-0.0542343136897822,-0.0522580383483579,-0.0525888210211638,-0.0506763242062494,-0.0530132714210921,-0.0528451683478245,-0.0494711993085091,-0.0521008007182248,-0.0520980258019112,-0.0521756749835015,1,8086,13,1
36.3824999990987,-96.4816,2019-03-31,Yes,-0.0531008457841407,-0.05958203708675,-0.0553268351611222,-0.0520828320860851,-0.0381391164908903,-0.0567233852742444,-0.0580683409608643,-0.0523537646392146,-0.0530288004228107,-0.0508971891681701,-0.0508465425742258,-0.05711905866355,-0.0529823114352504,-0.0527444378071222,-0.0524224644374697,1,89119,9,1
35.7253332991053,-94.5115,2020-01-23,Yes,-0.0512792832599187,-0.0456840363714821,-0.0336832356843734,-0.0520821740033907,-0.1243319325950545,-0.0564270672284751,-0.0615663802888018,-0.0521187082572655,-0.0718486101553007,-0.0497215879165468,-0.0486715674676625,-0.0694732930063084,-0.0545690307258964,-0.0539197323620512,-0.0526457501339171,1,114787,14,1
36.3219439990993,-94.960833,2023-08-02,Yes,-0.0531008457841407,-0.0569319945774828,-0.0551503927740835,-0.0520759809751771,0.0023283811316953,-0.0413741105033943,-0.0421196531775559,-0.0510609545384944,-0.0436188955565657,-0.0543652128604589,-0.0513755905731196,-0.0512360899289031,-0.0478695492765021,-0.0491597894145886,-0.0511708893494883,1,28796,14,1
34.0869333291239,-99.88383333,2017-09-21,Yes,-0.0531008457841407,-0.0522796977278804,-0.0577970285796642,-0.0520768799631436,-0.043278784072153,-0.0433890732146256,-0.0420603643753875,-0.0507083699655707,-0.0400901812317238,-0.0530720514836732,-0.0524924696818953,-0.0494711993085091,-0.0480458514199072,-0.0495711425088137,-0.0511650134101081,1,16918,5,1
31.1959999991635,-94.404617,2024-03-18,Yes,-0.0531008457841407,-0.0380283580113769,-0.0519744298073866,-0.0520816158082481,-0.04463754676605,-0.0555973767003211,-0.0537995472047372,-0.0510609545384944,-0.0524406813686704,-0.0487811069152482,-0.0487891336896389,-0.0635903242716615,-0.0522771028616299,-0.052333084712897,-0.052369580983048,1,15377,14,1
35.4941399991078,-96.38888,2018-02-16,Yes,-0.048341279188593,-0.0572853335787184,-0.0435051952295284,-0.0520822268850358,-0.1001695872992333,-0.0541750500806284,-0.0591948282020645,-0.049944436724236,-0.0718486101553007,-0.0496040277913845,-0.0512580243511432,-0.0647669180185909,-0.0532173809597905,-0.0530970261736009,-0.0525047275887924,1,122021,2,1
