latitude,longitude,datetime,Wildfire,pr,rmax,rmin,sph,srad,tmmn,tmmx,vs,bi,fm100,fm1000,erc,etr,pet,vpd,Wildfire_binary,window_id,days_from_ignition,fire_cluster
41.0352777770657,-123.663611111,2016-07-03,Yes,-0.0531008457841407,-0.057638672579954,-0.0569736307734835,-0.0520795064181829,0.028794715343255,-0.0478338439011652,-0.0440168948469458,-0.0514723032069054,-0.0324446335278997,-0.0554232539869198,-0.0552552758983405,-0.036528668092286,-0.0481046188010422,-0.0492773188700815,-0.0512414006220506,1,23121,11,0
39.3307939990749,-121.350477,2020-12-06,Yes,-0.0531008457841407,-0.0584631302495038,-0.0540329243228383,-0.0520819272223803,-0.1145252105434498,-0.0528119870700895,-0.0549853232481058,-0.0522950005437273,-0.0436188955565657,-0.0543652128604589,-0.0541383967895648,-0.0429999337003975,-0.0533936831031956,-0.0532733203568402,-0.052310821589246,1,2522,4,0
45.8830999990573,-120.745,2014-09-01,Yes,-0.0531008457841407,-0.0424450955268222,-0.05791465683769,-0.0520808930924319,-0.0343582116035246,-0.0529897778975511,-0.0497086198551153,-0.0520011800662909,-0.042442657448285,-0.0520140103572123,-0.0542559630115412,-0.0453531211942563,-0.0513368247634693,-0.0516279079799396,-0.0520522802565175,1,109916,3,0
41.0618999990655,-123.685,2015-01-21,Yes,-0.0531008457841407,-0.0526919265626553,-0.0526213852265286,-0.0520822856424192,-0.1141116740713942,-0.0554788494820133,-0.0565861209066535,-0.0523537646392146,-0.0606743481266347,-0.0491925673533163,-0.0463202430281347,-0.068296699259379,-0.0536875200088708,-0.0534496145400796,-0.0524165884980895,1,60369,7,0
44.2721699990571,-121.5688,2016-06-23,Yes,-0.0531008457841407,-0.0495707653850739,-0.0540917384518512,-0.0520808695894785,-0.0227791903859672,-0.051330396841243,-0.0511908399093261,-0.0521187082572655,-0.0477357289355478,-0.0533071717339979,-0.0526100359038717,-0.0500594961819738,-0.0515718942880095,-0.0516279079799396,-0.0520346524383769,1,70598,12,0
43.1496009990587,-122.329903,2015-08-06,Yes,-0.0531008457841407,-0.0478629602124351,-0.0570912590315093,-0.0520808343350485,0.0065818991299817,-0.0535231503799359,-0.0501829302724628,-0.0517073595888545,-0.042442657448285,-0.0531308315462544,-0.0534917825686947,-0.0465297149411857,-0.050807918333254,-0.0510990254302215,-0.0520816599534184,1,116396,4,0
46.8273799990588,-122.178,2020-12-15,Yes,-0.0458145956872529,-0.0428573243615971,-0.0301543879435992,-0.0520815159206963,-0.1668080359390532,-0.0545898953447054,-0.0603806042454332,-0.0485928625280284,-0.0718486101553007,-0.0441962620339173,-0.0425581239248901,-0.077709449234814,-0.0545102633447613,-0.0539197323620512,-0.0526575020126775,1,60428,10,0
45.6996499990572,-118.3688,2021-07-11,Yes,-0.0531008457841407,-0.0756000718094317,-0.0650311664482514,-0.0520818449620435,0.0139664789881178,-0.0485450072110115,-0.044728360472967,-0.0526475851166511,-0.0353852287986013,-0.0567751954262866,-0.0559606732301989,-0.0294691056107098,-0.049338733804878,-0.0501000250585318,-0.0511473855919675,1,15488,10,0
40.3104169990692,-123.204117,2023-09-05,Yes,-0.0531008457841407,-0.0380283580113769,-0.0526801993555415,-0.0520794770394912,-0.0236062633300785,-0.0525156690243202,-0.0497086198551153,-0.0529414055940875,-0.0565575147476525,-0.0492513474158975,-0.0515519399060842,-0.0577073555370147,-0.0523946376239,-0.0520980258019112,-0.0522226824985431,1,25362,11,0
47.1958999990597,-114.8992,2019-08-06,Yes,-0.0531008457841407,-0.0649999017723629,-0.064031326255032,-0.0520806521871598,-0.0047017388932501,-0.0488413252567808,-0.0433054292209246,-0.0532939901670112,-0.042442657448285,-0.0559522745501503,-0.0557255407862461,-0.0318222931045685,-0.050807918333254,-0.0509814959747286,-0.0511062540163061,1,33905,9,0
43.0337979990589,-122.499298,2015-11-07,Yes,-0.0477536783743279,-0.0525152570620375,-0.0497983070339092,-0.0520819448495953,-0.1396327820611125,-0.0550047406087824,-0.0578311857521906,-0.0521187082572655,-0.0718486101553007,-0.0476055056636249,-0.0477898208028396,-0.0718264805001671,-0.0538638221522759,-0.053508379267826,-0.0524753478918915,1,87048,13,0
47.32051999906,-117.9467,2016-09-01,Yes,-0.0526307651327286,-0.0415028581901938,-0.0515039167752834,-0.0520804347848411,-0.0522584331796465,-0.0518637693236278,-0.0516058615245052,-0.0516485954933672,-0.0718486101553007,-0.0526605910456051,-0.0543735292335176,-0.0535892774227619,-0.0521008007182248,-0.0521567905296576,-0.0522403103166837,1,59962,12,0
40.2874119990693,-120.509741,2021-05-12,Yes,-0.0531008457841407,-0.0618787405947816,-0.0638548838679933,-0.0520821681276524,0.0257818067611355,-0.0541750500806284,-0.0488192878225888,-0.0521774723527528,-0.0359733478527416,-0.0553644739243387,-0.0551377096763642,-0.0353520743453566,-0.0499851749973634,-0.0505701428805034,-0.0517819870450285,1,75622,3,0
47.7024799990611,-115.2068,2017-08-02,Yes,-0.0531008457841407,-0.0606420540904569,-0.0556797199351996,-0.0520800763648022,-0.0024568266163768,-0.0486635344293192,-0.0487599990204204,-0.0525300569256765,-0.0389139431234431,-0.055834714424988,-0.0559018901192107,-0.0335871837249626,-0.050925453095524,-0.0510990254302215,-0.051858374256971,1,39957,0,0
